subject_id,session_id,name,session_type,stage,image_set,session_number,session_date,session_time,age_days,genotype,sex,date_of_birth,rig,project_name,processed_stamp,_id,in_capsule
788406,multiplane-ophys_788406_2025-07-07_10-32-03,multiplane-ophys_788406_2025-07-07_10-32-03_processed_2026-08-19_00-42-41,TRAINING_4_images_A_training,TRAINING_4,A,18,2025-07-07,10:32:03.290380,170,Slc32a1-IRES-Cre/wt;Oi1(TIT2L-jGCaMP8s-WPRE-ICL-IRES-tTA2)/wt,Male,2025-01-18,MESO.2,LearningmFISHTask1A,2026-08-19_00-42-41,6b233ee5-7d3f-432e-9f51-fc7905376595,True
788406,multiplane-ophys_788406_2025-07-08_10-15-16,multiplane-ophys_788406_2025-07-08_10-15-16_processed_2026-08-19_00-42-55,TRAINING_5_images_A_epilogue,TRAINING_5,A,19,2025-07-08,10:15:16.024879,171,Slc32a1-IRES-Cre/wt;Oi1(TIT2L-jGCaMP8s-WPRE-ICL-IRES-tTA2)/wt,Male,2025-01-18,MESO.2,Learning mFISH-V1omFISH,2026-08-19_00-42-55,2b487a44-b47f-4a9f-ba41-3ad4963641da,True
788406,multiplane-ophys_788406_2025-07-10_13-36-01,multiplane-ophys_788406_2025-07-10_13-36-01_processed_2026-08-19_00-42-46,TRAINING_5_images_A_handoff_ready,TRAINING_5,A,20,2025-07-10,13:36:01.677532,173,Slc32a1-IRES-Cre/wt;Oi1(TIT2L-jGCaMP8s-WPRE-ICL-IRES-tTA2)/wt,Male,2025-01-18,MESO.2,Learning mFISH-V1omFISH,2026-08-19_00-42-46,4d096db0-fb9d-4217-b264-7360ebe68638,True
788406,multiplane-ophys_788406_2025-07-11_12-25-37,multiplane-ophys_788406_2025-07-11_12-25-37_processed_2026-08-19_00-42-59,OPHYS_1_images_A,OPHYS_1,A,21,2025-07-11,12:25:37.940566,174,Slc32a1-IRES-Cre/wt;Oi1(TIT2L-jGCaMP8s-WPRE-ICL-IRES-tTA2)/wt,Male,2025-01-18,MESO.2,Learning mFISH-V1omFISH,2026-08-19_00-42-59,0f4b9187-7e45-42fc-bd42-76dd195aa502,True
788406,multiplane-ophys_788406_2025-07-14_12-20-34,multiplane-ophys_788406_2025-07-14_12-20-34_processed_2026-08-19_00-42-55,OPHYS_1_images_A,OPHYS_1,A,22,2025-07-14,12:20:34.877536,177,Slc32a1-IRES-Cre/wt;Oi1(TIT2L-jGCaMP8s-WPRE-ICL-IRES-tTA2)/wt,Male,2025-01-18,MESO.2,Learning mFISH-V1omFISH,2026-08-19_00-42-55,d1a8ff6a-af28-4a8b-b707-5cbaa96671d0,True
788406,multiplane-ophys_788406_2025-07-15_10-39-07,multiplane-ophys_788406_2025-07-15_10-39-07_processed_2026-08-19_00-43-01,OPHYS_4_images_B,OPHYS_4,B,23,2025-07-15,10:39:07.604275,178,Slc32a1-IRES-Cre/wt;Oi1(TIT2L-jGCaMP8s-WPRE-ICL-IRES-tTA2)/wt,Male,2025-01-18,MESO.2,Learning mFISH-V1omFISH,2026-08-19_00-43-01,68c0e39c-aa99-422f-80e3-165c778706ef,True
788406,multiplane-ophys_788406_2025-07-16_12-07-35,multiplane-ophys_788406_2025-07-16_12-07-35_processed_2026-08-19_00-42-52,OPHYS_4_images_B,OPHYS_4,B,24,2025-07-16,12:07:35.662743,179,Slc32a1-IRES-Cre/wt;Oi1(TIT2L-jGCaMP8s-WPRE-ICL-IRES-tTA2)/wt,Male,2025-01-18,MESO.2,Learning mFISH-V1omFISH,2026-08-19_00-42-52,042c2044-d3d1-4d67-a812-ed91c85fc578,True
788406,multiplane-ophys_788406_2025-07-17_12-43-19,multiplane-ophys_788406_2025-07-17_12-43-19_processed_2026-08-19_00-42-44,OPHYS_6_images_B,OPHYS_6,B,25,2025-07-17,12:43:19.506965,180,Slc32a1-IRES-Cre/wt;Oi1(TIT2L-jGCaMP8s-WPRE-ICL-IRES-tTA2)/wt,Male,2025-01-18,MESO.2,Learning mFISH-V1omFISH,2026-08-19_00-42-44,6e1ba23a-7998-4761-ada9-94953a541231,True
788406,multiplane-ophys_788406_2025-07-18_12-17-32,multiplane-ophys_788406_2025-07-18_12-17-32_processed_2026-08-19_00-44-55,OPHYS_6_images_B,OPHYS_6,B,26,2025-07-18,12:17:32.357873,181,Slc32a1-IRES-Cre/wt;Oi1(TIT2L-jGCaMP8s-WPRE-ICL-IRES-tTA2)/wt,Male,2025-01-18,MESO.2,Learning mFISH-V1omFISH,2026-08-19_00-44-55,e573a136-0d25-4588-9a21-9fd261c30f18,True
788406,multiplane-ophys_788406_2025-07-21_11-16-45,multiplane-ophys_788406_2025-07-21_11-16-45_processed_2026-08-19_00-44-01,OPHYS_6_images_B,OPHYS_6,B,27,2025-07-21,11:16:45.247869,184,Slc32a1-IRES-Cre/wt;Oi1(TIT2L-jGCaMP8s-WPRE-ICL-IRES-tTA2)/wt,Male,2025-01-18,MESO.2,Learning mFISH-V1omFISH,2026-08-19_00-44-01,71e35563-bdd4-433f-8393-6abfa3869893,True
788406,multiplane-ophys_788406_2025-07-22_10-10-36,multiplane-ophys_788406_2025-07-22_10-10-36_processed_2026-08-19_00-44-25,STAGE_0,STAGE_0,,28,2025-07-22,10:10:36.427780,185,Slc32a1-IRES-Cre/wt;Oi1(TIT2L-jGCaMP8s-WPRE-ICL-IRES-tTA2)/wt,Male,2025-01-18,MESO.2,Learning mFISH-V1omFISH,2026-08-19_00-44-25,7a92c0f9-9aa4-4ac7-8741-aaed3e6c2616,True
788406,multiplane-ophys_788406_2025-07-23_12-31-02,multiplane-ophys_788406_2025-07-23_12-31-02_processed_2026-08-19_00-44-15,STAGE_0,STAGE_0,,29,2025-07-23,12:31:02.512223,186,Slc32a1-IRES-Cre/wt;Oi1(TIT2L-jGCaMP8s-WPRE-ICL-IRES-tTA2)/wt,Male,2025-01-18,MESO.2,Learning mFISH-V1omFISH,2026-08-19_00-44-15,418edca9-4723-4bff-99fe-5ce8e0bbbb58,True
788406,multiplane-ophys_788406_2025-07-25_11-13-57,multiplane-ophys_788406_2025-07-25_11-13-57_processed_2026-08-19_00-44-00,STAGE_1,STAGE_1,,30,2025-07-25,11:13:57.811540,188,Slc32a1-IRES-Cre/wt;Oi1(TIT2L-jGCaMP8s-WPRE-ICL-IRES-tTA2)/wt,Male,2025-01-18,MESO.2,U01BFCT,2026-08-19_00-44-00,b16d19b1-5e9f-423f-aa49-cdd0a4a5975d,True
788406,multiplane-ophys_788406_2025-07-28_12-22-00,multiplane-ophys_788406_2025-07-28_12-22-00_processed_2026-08-19_00-43-25,STAGE_1,STAGE_1,,31,2025-07-28,12:22:00.356662,191,Slc32a1-IRES-Cre/wt;Oi1(TIT2L-jGCaMP8s-WPRE-ICL-IRES-tTA2)/wt,Male,2025-01-18,MESO.2,Learning mFISH-V1omFISH,2026-08-19_00-43-25,e4cf520b-9b80-451c-8120-6d7398d10b00,True
788406,multiplane-ophys_788406_2025-07-29_10-20-34,multiplane-ophys_788406_2025-07-29_10-20-34_processed_2026-08-19_00-44-03,STAGE_1,STAGE_1,,32,2025-07-29,10:20:34.036173,192,Slc32a1-IRES-Cre/wt;Oi1(TIT2L-jGCaMP8s-WPRE-ICL-IRES-tTA2)/wt,Male,2025-01-18,MESO.2,Learning mFISH-V1omFISH,2026-08-19_00-44-03,0622c4aa-d66c-4f15-96f2-7009b445f5dd,True
